3.746,116,-144,16410,-10,12,-756
3.75,74,-8,16396,-4,12,-766
3.759,48,150,16338,-3,9,-781
3.763,38,-34,16424,-5,9,-796
3.767,60,-254,16364,-2,12,-809
3.771,60,-224,16452,5,12,-820
3.775,26,-54,16494,14,7,-837
3.783,72,2,16462,14,4,-856
3.787,86,22,16438,14,3,-873
3.791,94,150,16392,14,1,-889
3.796,296,30,16422,12,2,-904
3.801,148,24,16420,7,4,-915
3.809,132,88,16384,3,8,-924
3.813,126,2,16424,-3,14,-928
3.817,188,-90,16372,-4,19,-926
3.821,206,-78,16384,-1,23,-918
3.825,54,30,16480,-1,24,-908
3.834,134,-50,16486,-2,25,-896
3.838,-90,-28,16360,-4,26,-886
3.842,-10,-16,16344,-1,24,-878
3.846,148,-104,16378,1,23,-868
3.85,32,50,16364,2,23,-859
3.859,-62,178,16382,3,25,-854
3.863,98,228,16360,1,26,-858
3.868,72,312,16480,-7,28,-866
3.872,154,202,16424,-19,28,-881
3.876,318,70,16388,-30,34,-896
3.885,484,48,16350,-36,62,-928
3.889,484,48,16350,-36,62,-928
3.893,318,156,16292,-41,75,-948
3.897,-210,142,16468,-51,79,-973
3.901,-534,-122,16446,-61,66,-998
3.91,-512,-408,16596,-13,50,-1035
3.914,-512,-408,16596,-13,50,-1035
3.918,-210,-146,16434,24,23,-1062
3.922,296,106,16316,37,-1,-1097
3.926,626,206,16284,13,5,-1132
3.939,122,68,16426,-27,43,-1201
3.943,-86,-28,16456,-23,44,-1233
3.946,-12,-220,16478,-12,38,-1259
3.95,36,-180,16470,8,33,-1279
3.959,136,-88,16390,20,27,-1294
3.963,132,-78,16368,25,25,-1306
3.967,286,-114,16444,20,30,-1314
3.971,-264,50,16542,29,37,-1321
3.975,-458,578,16428,61,15,-1329
3.984,154,626,16184,52,-12,-1337
3.991,-334,-266,16528,-41,53,-1330
3.995,-642,-184,16548,-7,31,-1330
3.999,-642,-184,16548,-7,31,-1330
4.008,462,40,16226,32,-18,-1335
4.012,1164,-744,16220,-22,13,-1336
4.016,-216,-544,16642,-41,78,-1337
4.02,-886,-404,16738,9,47,-1354
4.024,-886,-404,16738,9,47,-1354
4.033,622,102,16074,62,-26,-1378
4.037,958,-362,16310,-9,10,-1383
4.041,-68,-300,16482,-25,47,-1387
4.045,-596,-340,16536,0,30,-1395
4.049,-596,-340,16536,0,30,-1395
4.059,154,-210,16378,18,3,-1385
4.063,394,-136,16434,13,15,-1380
4.067,130,-32,16414,14,25,-1382
4.07,-84,8,16434,22,27,-1387
4.074,-84,8,16434,22,27,-1387
4.083,76,-56,16344,22,20,-1392
4.087,-214,-140,16470,25,15,-1384
4.091,-150,-130,16416,25,-2,-1367
4.095,140,-136,16328,16,-10,-1346
4.099,140,-136,16328,16,-10,-1346
4.109,228,-94,16338,4,1,-1305
4.113,100,28,16330,-1,4,-1288
4.118,88,2,16368,-6,9,-1273
4.122,148,-78,16426,-7,18,-1258
4.126,64,-16,16420,-10,25,-1247
4.135,-242,-162,16426,-4,33,-1226
4.139,-242,-162,16426,-4,33,-1226
4.143,-160,-206,16414,-1,23,-1218
4.15,-192,-74,16364,14,15,-1201
4.159,70,-160,16346,15,6,-1194
4.163,108,-132,16384,17,8,-1188
4.167,212,-36,16358,16,6,-1184
4.171,402,-156,16376,11,6,-1180
4.175,340,-10,16380,9,14,-1176
4.184,202,94,16356,5,22,-1170
4.188,-12,36,16410,-1,24,-1158
4.192,-34,-358,16426,-4,24,-1141
4.196,56,-482,16508,7,28,-1117
4.2,-2,-130,16446,22,27,-1091
4.21,-178,58,16424,18,14,-1049
4.214,-178,58,16424,18,14,-1049
4.218,-24,-22,16442,11,7,-1028
4.222,-8,-44,16410,10,5,-1006
4.226,-8,128,16388,7,4,-983
4.235,94,84,16404,-9,9,-946
4.239,94,84,16404,-9,9,-946
4.243,34,-42,16432,-15,13,-930
4.247,38,-52,16382,-17,15,-921
4.251,-46,-28,16398,-17,19,-917
4.26,-54,-82,16472,-6,18,-919
4.264,-54,-82,16472,-6,18,-919
4.268,-104,26,16382,8,11,-928
4.272,22,48,16426,11,8,-939
4.276,82,-58,16378,7,10,-943
4.284,206,-138,16332,4,17,-947
4.288,206,-138,16332,4,17,-947
4.292,84,-42,16380,2,16,-950
4.296,260,-128,16450,-3,15,-956
4.3,96,-8,16394,-9,18,-966
4.309,260,-112,16450,-13,19,-981
4.313,150,-124,16412,-11,20,-997
4.318,-42,-150,16430,-4,21,-1009
4.322,44,-96,16388,3,15,-1022
4.326,186,-172,16380,-1,11,-1036
4.334,278,-334,16446,-5,16,-1046
4.338,-10,-94,16356,-7,18,-1053
4.342,240,-212,16354,-14,14,-1056
4.346,250,-250,16366,-17,17,-1057
4.35,86,-264,16466,-14,22,-1059
4.359,24,-272,16412,-11,22,-1060
4.363,-44,-320,16444,-2,28,-1059
4.367,-42,-254,16470,6,24,-1057
4.371,142,-298,16480,12,19,-1054
4.375,326,-272,16404,17,21,-1050
4.384,184,-66,16364,21,24,-1047
4.388,122,40,16302,17,22,-1046
4.392,138,-54,16298,8,22,-1047
4.396,208,-208,16396,4,23,-1044
4.4,136,-144,16374,4,22,-1039
4.409,114,-90,16432,4,23,-1030
4.414,104,-46,16386,1,19,-1023
4.418,260,-216,16414,-3,17,-1016
4.422,262,-264,16382,-4,21,-1010
4.426,200,-260,16386,2,25,-1002
4.434,96,-124,16358,8,28,-1000
4.438,96,-124,16358,8,28,-1000
4.442,56,-26,16338,4,24,-1006
4.446,52,-128,16346,1,23,-1012
4.45,-162,-80,16438,5,21,-1018
4.459,-198,-112,16430,11,12,-1020
4.463,-118,-148,16414,17,0,-1021
4.467,182,-340,16404,21,-4,-1023
4.471,236,-286,16396,21,2,-1024
4.475,92,-156,16444,23,5,-1027
4.484,176,10,16346,19,4,-1034
4.488,286,-96,16342,13,5,-1042
4.492,350,-96,16364,8,6,-1051
4.496,440,-272,16280,0,11,-1058
4.5,266,-86,16356,-5,14,-1065
4.509,90,-114,16390,-9,16,-1072
4.514,-122,12,16382,-11,11,-1078
4.518,64,-268,16372,-16,8,-1083
4.522,216,-374,16380,-11,15,-1087
4.526,2,-160,16326,0,23,-1093
4.535,180,-210,16378,-3,8,-1114
4.539,180,-210,16378,-3,8,-1114
4.543,250,-346,16368,-3,10,-1126
4.547,52,-256,16456,2,13,-1133
4.551,80,-416,16458,5,9,-1139
4.56,70,-282,16468,23,-1,-1143
4.564,70,-282,16468,23,-1,-1143
4.571,374,-210,16356,30,1,-1143
4.575,332,-26,16262,31,13,-1141
4.584,284,208,16282,24,20,-1136
4.588,168,136,16310,11,26,-1125
4.592,46,28,16414,0,32,-1109
4.596,-94,96,16434,-4,28,-1087
4.6,74,-68,16398,-11,23,-1065
4.609,136,-36,16348,-15,26,-1042
4.613,220,-106,16406,-17,33,-1021
4.617,-24,-22,16354,-16,35,-1003
4.621,-10,-82,16418,-9,31,-990
4.625,106,-58,16436,0,26,-981
4.634,132,64,16436,10,23,-974
4.638,126,158,16418,18,22,-971
4.642,56,330,16366,20,19,-969
4.646,284,214,16302,9,18,-968
4.65,386,-48,16386,-7,25,-963
4.659,-22,64,16416,-7,28,-956
4.663,-276,164,16416,2,20,-950
4.667,-268,292,16424,3,8,-943
4.671,64,112,16412,-8,-4,-932
4.675,432,-292,16382,-20,-2,-914
4.684,554,-514,16412,-24,15,-886
4.687,92,-402,16464,-9,35,-858
4.691,-374,-320,16494,4,34,-835
4.695,-326,-336,16442,10,14,-820
4.699,142,-424,16466,16,-4,-806
4.708,372,-262,16450,23,-5,-787
4.712,238,154,16356,22,2,-765
4.717,216,222,16352,7,7,-747
4.722,196,122,16390,-10,10,-731
4.726,122,76,16408,-23,14,-717
4.734,162,-432,16388,-31,12,-705
4.738,162,-432,16388,-31,12,-705
4.742,182,-548,16440,-22,10,-698
4.746,308,-666,16392,-6,9,-687
4.75,132,-514,16438,11,9,-679
4.759,244,-420,16446,29,1,-677
4.763,244,-420,16446,29,1,-677
4.767,112,-134,16362,37,2,-679
4.772,136,60,16322,39,2,-685
4.776,262,198,16278,30,-1,-692
4.784,392,130,16278,-1,4,-707
4.788,392,130,16278,-1,4,-707
4.793,300,-86,16342,-12,12,-713
4.797,294,-330,16384,-14,20,-715
4.801,102,-316,16414,-8,22,-716
4.81,58,-248,16334,7,3,-728
4.813,58,-248,16334,7,3,-728
4.818,280,-64,16376,9,-4,-736
4.822,450,-46,16316,2,0,-745
4.826,378,50,16372,-14,12,-757
4.835,106,-560,16456,-36,28,-787
4.839,106,-560,16456,-36,28,-787
4.843,-8,-690,16500,-15,26,-802
4.847,-48,-398,16382,20,6,-821
4.851,138,-6,16314,37,-11,-848
4.86,260,-302,16292,2,4,-904
4.864,260,-302,16292,2,4,-904
4.868,-104,-176,16404,-9,11,-915
4.872,-72,-40,16392,-7,-5,-928
4.876,344,-448,16326,-13,-10,-941
4.885,-186,-698,16498,-10,13,-967
4.889,-186,-698,16498,-10,13,-967
4.893,-16,-782,16444,9,-1,-983
4.897,44,-604,16376,28,-14,-997
4.901,342,-496,16376,38,-20,-1008
4.91,596,-8,16366,38,-10,-1032
4.914,898,14,16334,27,-10,-1047
4.918,898,14,16334,27,-10,-1047
4.923,1130,-60,16308,16,5,-1062
4.932,748,120,16326,-4,46,-1086
4.936,14,168,16360,-18,58,-1097
4.941,-184,-16,16478,-34,48,-1102
4.945,24,-492,16516,-33,38,-1098
4.949,24,-492,16516,-33,38,-1098
4.958,42,-266,16400,9,19,-1074
4.962,532,-214,16378,3,8,-1061
4.966,822,-344,16334,-6,15,-1046
4.97,504,-56,16382,-3,35,-1031
4.974,504,-56,16382,-3,35,-1031
4.983,-72,-106,16422,-9,41,-1001
4.987,-178,-108,16476,-10,32,-986
4.991,28,-238,16450,-3,25,-967
4.995,98,-186,16402,7,19,-948
4.999,98,-186,16402,7,19,-948
5.008,410,-212,16370,-1,15,-908
5.012,120,-96,16392,-2,21,-887
5.016,18,-164,16348,1,23,-867
5.02,38,-174,16354,6,18,-847
5.025,114,-198,16414,14,12,-824
5.034,186,-194,16374,14,11,-803
5.038,200,-90,16390,7,9,-782
5.042,310,-174,16374,-1,10,-762
5.046,366,-248,16384,-1,12,-740
5.05,106,-84,16382,2,12,-718
5.059,220,136,16318,-9,3,-674
5.063,220,136,16318,-9,3,-674
5.067,350,-96,16386,-30,5,-652
5.071,308,-414,16548,-30,16,-629
5.075,-128,-160,16538,1,21,-605
5.084,116,-32,16242,12,-6,-563
5.088,116,-32,16242,12,-6,-563
5.092,368,-120,16292,-12,-8,-542
5.096,642,-626,16410,-32,7,-521
5.1,120,-732,16570,-19,24,-497
5.109,-98,-192,16394,41,6,-455
5.113,-98,-192,16394,41,6,-455
5.117,186,184,16250,36,-9,-436
5.122,638,160,16284,-2,-12,-422
5.126,646,-72,16350,-32,5,-414
5.136,-18,-286,16440,-7,27,-419
5.14,-140,-12,16460,5,10,-433
5.144,-140,-12,16460,5,10,-433
5.148,214,-12,16414,4,-7,-456
5.152,638,22,16350,-8,-11,-486
5.161,574,-290,16434,-30,25,-563
5.165,328,-254,16500,-13,30,-612
5.169,328,-254,16500,-13,30,-612
5.173,290,-164,16438,6,22,-666
5.177,430,-122,16412,9,13,-723
5.186,756,-56,16414,0,9,-842
5.19,602,10,16400,-5,17,-899
5.194,398,92,16466,-10,23,-950
5.198,398,92,16466,-10,23,-950
5.207,400,-24,16438,-23,23,-1039
5.211,546,-234,16416,-26,27,-1076
5.215,580,-414,16410,-20,39,-1105
5.219,356,-426,16376,-9,49,-1130
5.223,356,-426,16376,-9,49,-1130
5.232,-96,-438,16512,16,40,-1170
5.237,-144,-472,16500,26,23,-1186
5.241,22,-580,16414,39,5,-1202
5.245,128,-556,16492,53,-11,-1216
5.249,128,-556,16492,53,-11,-1216
5.258,320,-122,16476,76,-28,-1249
5.262,584,496,16322,72,-27,-1269
5.266,1034,718,16076,30,-13,-1285
5.27,872,442,16314,-42,12,-1297
5.274,872,442,16314,-42,12,-1297
5.283,12,-408,16478,-37,48,-1311
5.287,-20,-640,16480,-10,42,-1318
5.291,76,-688,16504,15,30,-1325
5.295,188,-516,16424,38,20,-1332
5.299,210,-214,16382,55,13,-1335
5.308,276,196,16334,55,9,-1339
5.312,482,228,16304,33,8,-1340
5.316,500,238,16346,-8,12,-1340
5.32,628,-242,16390,-48,27,-1340
5.324,354,-682,16458,-58,51,-1338
5.333,-76,-762,16614,-24,56,-1335
5.338,-126,-520,16472,27,33,-1335
5.342,20,-324,16428,52,8,-1340
5.346,328,-26,16406,57,-9,-1346
5.35,760,-102,16258,46,-8,-1348
5.359,602,-44,16342,22,11,-1349
5.363,410,-180,16368,4,26,-1347
5.367,108,-30,16374,7,23,-1345
5.371,86,294,16306,14,11,-1343
5.375,308,486,16200,-8,2,-1341
5.384,562,42,16358,-61,5,-1338
5.388,830,-868,16444,-102,33,-1332
5.392,-98,-1052,16594,-82,81,-1323
5.396,-622,-646,16580,-2,45,-1320
5.4,-426,-464,16520,60,-15,-1328
5.409,898,-128,16134,37,-23,-1346
5.413,898,-128,16134,37,-23,-1346
5.417,678,-652,16378,-16,30,-1355
5.421,-96,-714,16556,-5,56,-1363
5.425,-366,-370,16658,57,15,-1376
5.435,1208,362,16056,65,-22,-1396
5.439,1208,362,16056,65,-22,-1396
5.443,1308,-264,16350,-22,12,-1410
5.447,422,-542,16632,-31,59,-1409
5.451,-540,-216,16740,28,69,-1423
5.46,-4,1484,15958,86,-20,-1435
5.464,1252,518,16108,-28,-40,-1434
5.469,1252,518,16108,-28,-40,-1434
5.473,1370,-1032,16422,-112,38,-1432
5.477,186,-1044,16608,-92,135,-1433
5.486,-872,-112,16494,67,44,-1452
5.49,-644,168,16524,96,-27,-1483
5.494,-644,168,16524,96,-27,-1483
5.498,576,372,16306,89,-70,-1510
5.502,1566,236,15984,41,-51,-1530
5.511,578,-544,16626,-75,116,-1565
5.515,-452,-210,16612,-20,104,-1585
5.519,-452,-210,16612,-20,104,-1585
5.527,-386,440,16362,59,-38,-1636
5.536,1566,-524,16194,-53,-18,-1654
5.54,868,-1108,16484,-108,82,-1651
5.544,-16,-986,16506,-99,130,-1651
5.549,-16,-986,16506,-99,130,-1651
5.557,-626,-718,16690,34,17,-1660
5.561,-170,-628,16704,121,-52,-1666
5.565,516,494,16168,152,-84,-1673
5.569,1432,418,16150,64,-82,-1678
5.574,1432,418,16150,64,-82,-1678
5.582,504,-672,16722,-19,130,-1677
5.586,-1146,104,16748,28,121,-1685
5.59,-504,1046,16208,72,-16,-1696
5.594,1052,540,15992,2,-89,-1698
5.599,1052,540,15992,2,-89,-1698
5.608,442,-1372,16588,-60,116,-1684
5.612,-1200,-814,16872,2,142,-1681
5.616,-1570,218,16690,106,22,-1682
5.62,148,862,16238,121,-125,-1680
5.624,1636,-88,16038,-2,-131,-1667
5.638,594,-1124,16618,7,100,-1634
5.642,-794,626,16476,49,107,-1629
5.646,-512,788,16448,35,-13,-1627
5.65,842,-342,16200,13,-81,-1621
5.66,284,124,16450,22,73,-1594
5.664,284,124,16450,22,73,-1594
5.668,76,602,16436,13,46,-1601
5.672,602,-84,16276,-10,7,-1616
5.676,440,52,16366,-12,38,-1631
5.685,182,120,16304,-34,66,-1685
5.689,182,120,16304,-34,66,-1685
5.693,436,-534,16364,-49,76,-1724
5.697,730,-952,16462,-42,87,-1774
5.701,526,-766,16512,-16,97,-1833
5.71,-212,-36,16466,17,83,-1967
5.714,-4,-98,16480,34,35,-2032
5.718,-4,-98,16480,34,35,-2032
5.726,826,62,16378,66,-38,-2150
5.735,904,-260,16372,33,6,-2233
5.739,538,-236,16480,30,35,-2262
5.743,538,-236,16480,30,35,-2262
5.747,238,68,16430,42,27,-2283
5.751,620,472,16258,29,-15,-2295
5.76,1368,-1038,16382,-39,17,-2294
5.764,224,-682,16678,-4,110,-2287
5.768,224,-682,16678,-4,110,-2287
5.772,-724,216,16522,32,100,-2282
5.777,-66,426,16378,37,-23,-2275
5.785,1214,-788,16294,2,25,-2242
5.79,336,-102,16440,16,116,-2226
5.794,336,-102,16440,16,116,-2226
5.798,-896,290,16624,27,107,-2214
5.802,-498,454,16420,52,-8,-2203
5.811,1696,-1016,16238,1,13,-2161
5.815,-240,44,16602,13,136,-2130
5.819,-714,454,16542,28,76,-2111
5.823,-714,454,16542,28,76,-2111
5.832,1320,-610,16266,7,-2,-2071
5.836,616,-436,16496,12,96,-2047
5.844,-232,596,16300,38,13,-2004
5.848,-232,596,16300,38,13,-2004
5.852,800,188,16174,7,-55,-1987
5.861,924,-402,16342,-12,97,-1943
5.865,-116,8,16584,-10,157,-1920
5.869,-876,430,16492,8,83,-1897
5.873,-876,430,16492,8,83,-1897
5.882,968,-478,16302,21,-79,-1854
5.886,1014,-498,16248,8,1,-1827
5.89,144,-18,16400,-2,70,-1801
5.894,-358,246,16482,1,53,-1780
5.898,-358,246,16482,1,53,-1780
5.907,710,-280,16382,0,-34,-1739
5.911,772,-620,16342,-8,14,-1717
5.915,172,-462,16446,-2,71,-1693
5.919,-490,-136,16602,20,70,-1673
5.923,-490,-136,16602,20,70,-1673
5.932,932,-96,16296,41,-50,-1633
5.936,1154,-334,16424,13,6,-1603
5.94,8,460,16516,12,47,-1572
5.944,80,534,16466,13,-2,-1549
5.948,80,534,16466,13,-2,-1549
5.957,346,-238,16456,-4,28,-1498
5.961,-92,-42,16530,15,34,-1484
5.965,224,214,16276,37,-5,-1482
5.969,836,98,16200,20,-6,-1483
5.973,836,98,16200,20,-6,-1483
5.982,278,232,16396,-21,37,-1497
5.986,272,46,16388,-21,32,-1509
5.991,158,-146,16464,-8,34,-1522
5.995,0,-172,16476,11,26,-1535
5.999,0,-172,16476,11,26,-1535
6.008,486,-218,16286,13,18,-1556
6.012,382,-282,16348,-4,40,-1563
6.016,270,-326,16356,-11,57,-1568
6.02,-68,-246,16456,-2,55,-1573
6.024,-68,-246,16456,-2,55,-1573
6.033,18,-146,16440,11,14,-1568
6.037,382,-82,16470,18,2,-1559
6.041,484,170,16428,23,6,-1551
6.045,528,310,16324,16,13,-1540
6.05,588,194,16414,3,23,-1524
6.059,686,132,16366,-10,48,-1486
6.063,686,132,16366,-10,48,-1486
6.067,384,256,16328,-15,57,-1467
6.075,-86,-314,16444,-16,46,-1437
6.083,44,-622,16496,-2,29,-1430
6.087,54,-476,16520,20,12,-1428
